z,n,name,levelEnergy(MeV),decayMode,branchingRatio,branchingRatioUncertainty,massExcess(keV),massExcessUncertainty,halflife,halflifeUnit,halflifeUncertainty
13,19,32Al,0,B-N,0.7,0.5,-1.10E+4,7.17,31.7,ms,0.3
13,17,30Al,0,B-,100,,-1.58E+4,1.93,3.61,s,0.04
13,18,31Al,0,B-,100,,-1.49E+4,2.23,0.644,s,0.025
13,18,31Al,0,B-N,1.6,,-1.49E+4,2.23,0.644,s,0.025
14,30,44Si,0,B-,100,,2.93E+4,5.00E+2,,,
14,30,44Si,0,B-N,,,2.93E+4,5.00E+2,,,
14,30,44Si,0,B-2N,,,2.93E+4,5.00E+2,,,
14,12,26Si,0,EC+B+,100,,-7.14E+3,1.08E-1,2.2452,s,0.0009
14,13,27Si,0,EC+B+,100,,-1.23E+4,1.07E-1,4.111,s,0.002
14,10,24Si,0,EC+B+,100,,1.07E+4,1.94E+1,141.4,ms,1.2
14,10,24Si,0,ECP,32.4,1.1,1.07E+4,1.94E+1,141.4,ms,1.2
14,11,25Si,0,EC+B+,100,,3.82E+3,1.00E+1,219.2,ms,+1.3-1.1
14,11,25Si,0,ECP,35,2,3.82E+3,1.00E+1,219.2,ms,+1.3-1.1
14,17,31Si,0,B-,100,,-2.29E+4,4.29E-2,157.24,m,0.16
14,18,32Si,0,B-,100,,-2.40E+4,2.98E-1,163.3,y,6.2
14,19,33Si,0,B-,100,,-2.05E+4,6.99E-1,6.17,s,0.17
14,23,37Si,0,B-,100,,-6.57E+3,1.13E+2,141,ms,5
14,23,37Si,0,B-N,17,13,-6.57E+3,1.13E+2,141,ms,5
14,23,37Si,0,B-2N,,,-6.57E+3,1.13E+2,141,ms,5
14,24,38Si,0,B-,100,,-4.17E+3,1.04E+2,63,ms,8
14,24,38Si,0,B-N,25,10,-4.17E+3,1.04E+2,63,ms,8
14,21,35Si,0,B-,100,,-1.43E+4,3.58E+1,0.78,s,0.12
14,21,35Si,0,B-N,5.3,,-1.43E+4,3.58E+1,0.78,s,0.12
14,22,36Si,0,B-,100,,-1.24E+4,7.17E+1,503,ms,2
14,22,36Si,0,B-N,12.4,4.6,-1.24E+4,7.17E+1,503,ms,2
14,27,41Si,0,B-,100,,1.32E+4,3.00E+2,20,ms,2.5
14,27,41Si,0,B-N,,,1.32E+4,3.00E+2,20,ms,2.5
14,27,41Si,0,B-2N,,,1.32E+4,3.00E+2,20,ms,2.5
14,28,42Si,0,B-,100,,1.68E+4,3.00E+2,15,ms,1.4
14,28,42Si,0,B-N,,,1.68E+4,3.00E+2,15,ms,1.4
14,28,42Si,0,B-2N,,,1.68E+4,3.00E+2,15,ms,1.4
14,25,39Si,0,B-,100,,2.32E+3,1.35E+2,38.7,ms,1.2
14,25,39Si,0,B-N,33,5,2.32E+3,1.35E+2,38.7,ms,1.2
14,25,39Si,0,B-2N,,,2.32E+3,1.35E+2,38.7,ms,1.2
14,26,40Si,0,B-,100,,5.66E+3,1.21E+2,30.3,ms,2.7
14,26,40Si,0,B-N,38,5,5.66E+3,1.21E+2,30.3,ms,2.7
14,26,40Si,0,B-2N,,,5.66E+3,1.21E+2,30.3,ms,2.7
14,20,34Si,0,B-,100,,-1.99E+4,8.01E-1,2.77,s,0.2
14,29,43Si,0,B-,100,,2.43E+4,4.00E+2,13,ms,5
14,29,43Si,0,B-N,,,2.43E+4,4.00E+2,13,ms,5
14,29,43Si,0,B-2N,,,2.43E+4,4.00E+2,13,ms,5
14,9,23Si,0,EC+B+,100,,2.39E+4,5.00E+2,47,ms,1
14,9,23Si,0,ECP,81.8,1.1,2.39E+4,5.00E+2,47,ms,1
14,9,23Si,0,EC2P,7.73,0.35,2.39E+4,5.00E+2,47,ms,1
14,9,23Si,0,EC3P,0.029,,2.39E+4,5.00E+2,47,ms,1
14,8,22Si,0,EC+B+,100,,3.36E+4,5.00E+2,28.4,ms,1.1
14,8,22Si,0,ECP,67,12,3.36E+4,5.00E+2,28.4,ms,1.1
14,8,22Si,0,EC2P,0.8,0.3,3.36E+4,5.00E+2,28.4,ms,1.1
15,25,40P,0,B-,100,,-8.13E+3,8.36E+1,150,ms,8
15,25,40P,0,B-N,15.8,2.1,-8.13E+3,8.36E+1,150,ms,8
15,25,40P,0,B-2N,,,-8.13E+3,8.36E+1,150,ms,8
15,24,39P,0,B-,100,,-1.27E+4,1.12E+2,204,ms,39
15,24,39P,0,B-N,26,8,-1.27E+4,1.12E+2,204,ms,39
15,23,38P,0,B-,100,,-1.46E+4,7.25E+1,640,ms,140
15,23,38P,0,B-N,12,5,-1.46E+4,7.25E+1,640,ms,140
15,22,37P,0,B-,100,,-1.89E+4,3.79E+1,2.31,s,0.13
15,22,37P,0,B-N,,,-1.89E+4,3.79E+1,2.31,s,0.13
15,29,44P,0,B-,100,,1.11E+4,4.00E+2,18.2,ms,0.8
15,29,44P,0,B-N,75,8,1.11E+4,4.00E+2,18.2,ms,0.8
15,29,44P,0,B-2N,,,1.11E+4,4.00E+2,18.2,ms,0.8
15,28,43P,0,B-,100,,5.04E+3,3.00E+2,36.5,ms,1.5
15,28,43P,0,B-N,100,,5.04E+3,3.00E+2,36.5,ms,1.5
15,28,43P,0,B-2N,,,5.04E+3,3.00E+2,36.5,ms,1.5
15,27,42P,0,B-,100,,1.09E+3,9.50E+1,48.5,ms,1.5
15,27,42P,0,B-N,50,20,1.09E+3,9.50E+1,48.5,ms,1.5
15,27,42P,0,B-2N,,,1.09E+3,9.50E+1,48.5,ms,1.5
15,26,41P,0,B-,100,,-4.97E+3,1.20E+2,101,ms,5
15,26,41P,0,B-N,30,10,-4.97E+3,1.20E+2,101,ms,5
15,26,41P,0,B-2N,,,-4.97E+3,1.20E+2,101,ms,5
15,21,36P,0,B-,100,,-2.02E+4,1.31E+1,5.6,s,0.3
15,21,36P,0,B-N,,,-2.02E+4,1.31E+1,5.6,s,0.3
15,20,35P,0,B-,100,,-2.48E+4,1.86,47.3,s,0.7
15,32,47P,0,B-,100,,2.88E+4,6.00E+2,,,
15,32,47P,0,B-N,,,2.88E+4,6.00E+2,,,
15,32,47P,0,B-2N,,,2.88E+4,6.00E+2,,,
15,31,46P,0,B-,100,,2.28E+4,5.00E+2,,,
15,31,46P,0,B-N,,,2.28E+4,5.00E+2,,,
15,31,46P,0,B-2N,,,2.28E+4,5.00E+2,,,
15,30,45P,0,B-,100,,1.59E+4,5.00E+2,24,ms,11
15,30,45P,0,B-N,,,1.59E+4,5.00E+2,24,ms,11
15,30,45P,0,B-2N,,,1.59E+4,5.00E+2,24,ms,11
15,14,29P,0,EC+B+,100,,-1.69E+4,3.59E-1,4.1022,s,0.0056
15,13,28P,0,EC+B+,100,,-7.14E+3,1.14,270.3,ms,0.5
15,13,28P,0,ECP,0.0013,0.0004,-7.14E+3,1.14,270.3,ms,0.5
15,13,28P,0,ECA,0.00086,0.00025,-7.14E+3,1.14,270.3,ms,0.5
15,12,27P,0,EC+B+,100,,-6.59E+2,9.00,260,ms,80
15,12,27P,0,ECP,0.07,,-6.59E+2,9.00,260,ms,80
15,11,26P,0,EC+B+,100,,1.09E+4,1.96E+2,43.6,ms,0.3
15,11,26P,0,ECP,35.2,1.6,1.09E+4,1.96E+2,43.6,ms,0.3
15,11,26P,0,EC2P,1.99,0.29,1.09E+4,1.96E+2,43.6,ms,0.3
15,18,33P,0,B-,100,,-2.63E+4,1.09,25.35,d,0.11
15,17,32P,0,B-,100,,-2.43E+4,4.00E-2,14.267,d,0.006
15,15,30P,0,EC+B+,100,,-2.02E+4,6.50E-2,2.5,m,0.002
15,10,25P,0,P,100,,2.01E+4,4.00E+2,30,ns,<
15,19,34P,0,B-,100,,-2.45E+4,8.10E-1,12.43,s,0.08
16,33,49S,0,B-,100,,2.03E+4,5.83E+2,,,
16,33,49S,0,B-N,,,2.03E+4,5.83E+2,,,
16,33,49S,0,B-2N,,,2.03E+4,5.83E+2,,,
16,32,48S,0,B-,100,,1.23E+4,5.00E+2,,,
16,32,48S,0,B-N,,,1.23E+4,5.00E+2,,,
16,32,48S,0,B-2N,,,1.23E+4,5.00E+2,,,
16,31,47S,0,B-,100,,7.20E+3,4.00E+2,,,
16,31,47S,0,B-N,,,7.20E+3,4.00E+2,,,
16,31,47S,0,B-2N,,,7.20E+3,4.00E+2,,,
16,30,46S,0,B-,100,,6.40E+2,4.00E+2,50,ms,8
16,30,46S,0,B-N,,,6.40E+2,4.00E+2,50,ms,8
16,30,46S,0,B-2N,,,6.40E+2,4.00E+2,50,ms,8
16,15,31S,0,EC+B+,100,,-1.90E+4,2.29E-1,2.5534,s,0.0018
16,14,30S,0,EC+B+,100,,-1.40E+4,2.06E-1,1.17976,s,0.00055
16,13,29S,0,EC+B+,100,,-3.09E+3,1.30E+1,188,ms,4
16,13,29S,0,ECP,47,5,-3.09E+3,1.30E+1,188,ms,4
16,12,28S,0,EC+B+,100,,4.07E+3,1.60E+2,125,ms,10
16,12,28S,0,ECP,20.7,2,4.07E+3,1.60E+2,125,ms,10
16,19,35S,0,B-,100,,-2.88E+4,4.00E-2,87.35,d,0.07
16,11,27S,0,EC+B+,100,,1.74E+4,4.00E+2,16.3,ms,0.2
16,11,27S,0,ECP,61,3,1.74E+4,4.00E+2,16.3,ms,0.2
16,11,27S,0,EC2P,3,0.6,1.74E+4,4.00E+2,16.3,ms,0.2
16,10,26S,0,P,,,2.76E+4,6.00E+2,79,ns,<
16,26,42S,0,B-,100,,-1.76E+4,2.79,1.016,s,0.013
16,26,42S,0,B-N,1,,-1.76E+4,2.79,1.016,s,0.013
16,25,41S,0,B-,100,,-1.90E+4,4.09,2.6,s,1.4
16,25,41S,0,B-N,,,-1.90E+4,4.09,2.6,s,1.4
16,24,40S,0,B-,100,,-2.28E+4,3.98,8.8,s,2.2
16,23,39S,0,B-,100,,-2.31E+4,5.00E+1,11.5,s,0.5
16,29,45S,0,B-,100,,-3.34E+3,3.00E+2,68,ms,2
16,29,45S,0,B-N,54,,-3.34E+3,3.00E+2,68,ms,2
16,29,45S,0,B-2N,,,-3.34E+3,3.00E+2,68,ms,2
16,28,44S,0,B-,100,,-9.20E+3,5.21,124.5,ms,2.3
16,28,44S,0,B-N,29,6,-9.20E+3,5.21,124.5,ms,2.3
16,27,43S,0,B-,100,,-1.21E+4,4.97,265,ms,13
16,27,43S,0,B-N,40,10,-1.21E+4,4.97,265,ms,13
16,22,38S,0,B-,100,,-2.68E+4,7.17,170.3,m,0.7
16,21,37S,0,B-,100,,-2.68E+4,1.98E-1,5.05,m,0.02
17,28,45Cl,0,B-,100,,-1.82E+4,1.36E+2,413,ms,25
17,28,45Cl,0,B-N,24,4,-1.82E+4,1.36E+2,413,ms,25
17,29,46Cl,0,B-,100,,-1.37E+4,9.72E+1,232,ms,2
17,29,46Cl,0,B-N,60,9,-1.37E+4,9.72E+1,232,ms,2
17,29,46Cl,0,B-2N,,,-1.37E+4,9.72E+1,232,ms,2
17,24,41Cl,0,B-,100,,-2.73E+4,6.87E+1,38.4,s,0.8
17,25,42Cl,0,B-,100,,-2.48E+4,5.96E+1,6.8,s,0.3
17,25,42Cl,0,B-N,,,-2.48E+4,5.96E+1,6.8,s,0.3
17,26,43Cl,0,B-,100,,-2.41E+4,6.18E+1,3.13,s,0.09
17,26,43Cl,0,B-N,,,-2.41E+4,6.18E+1,3.13,s,0.09
17,27,44Cl,0,B-,100,,-2.04E+4,8.55E+1,542,ms,108
17,27,44Cl,0,B-N,8,,-2.04E+4,8.55E+1,542,ms,108
17,21,38Cl,0,B-,100,,-2.97E+4,9.80E-2,37.236,m,0.012
17,21,38Cl,0.671365,IT,100,,-2.91e+04,9.80e-02,715,ms,3
17,22,39Cl,0,B-,100,,-2.98E+4,1.73,56.2,m,0.6
17,23,40Cl,0,B-,100,,-2.75E+4,3.20E+1,1.33,m,0.03
17,35,52Cl,0,B-,100,,2.23E+4,7.00E+2,,,
17,35,52Cl,0,B-N,,,2.23E+4,7.00E+2,,,
17,35,52Cl,0,B-2N,,,2.23E+4,7.00E+2,,,
17,31,48Cl,0,B-,100,,-4.28E+3,5.00E+2,,,
17,31,48Cl,0,B-N,,,-4.28E+3,5.00E+2,,,
17,31,48Cl,0,B-2N,,,-4.28E+3,5.00E+2,,,
17,32,49Cl,0,B-,100,,7.40E+2,4.00E+2,,,
17,32,49Cl,0,B-N,,,7.40E+2,4.00E+2,,,
17,32,49Cl,0,B-2N,,,7.40E+2,4.00E+2,,,
17,33,50Cl,0,B-,100,,7.70E+3,4.00E+2,,,
17,33,50Cl,0,B-N,,,7.70E+3,4.00E+2,,,
17,33,50Cl,0,B-2N,,,7.70E+3,4.00E+2,,,
17,34,51Cl,0,B-,100,,1.42E+4,7.00E+2,,,
17,34,51Cl,0,B-N,,,1.42E+4,7.00E+2,,,
17,34,51Cl,0,B-2N,,,1.42E+4,7.00E+2,,,
17,30,47Cl,0,B-,100,,-9.58E+3,2.00E+2,101,ms,6
17,30,47Cl,0,B-N,3,,-9.58E+3,2.00E+2,101,ms,6
17,30,47Cl,0,B-2N,,,-9.58E+3,2.00E+2,101,ms,6
17,17,34Cl,0,EC+B+,100,,-2.44E+4,4.90E-2,1.5265,s,0.0004
17,17,34Cl,0.14636000000000002,EC+B+,55.4,0.6,-2.43e+04,4.90e-02,31.99,m,0.03
17,17,34Cl,0.14636000000000002,IT,44.6,0.6,-2.43e+04,4.90e-02,31.99,m,0.03
17,19,36Cl,0,B-,98.1,0.1,-2.95E+4,3.60E-2,3.01e+05,y,1.50e+03
17,19,36Cl,0,EC+B+,1.9,0.1,-2.95E+4,3.60E-2,3.01e+05,y,1.50e+03
17,13,30Cl,0,P,100,,4.67E+3,2.38E+1,30,ns,<
17,14,31Cl,0,EC+B+,100,,-7.03E+3,3.44,190,ms,1
17,14,31Cl,0,ECP,2.4,0.2,-7.03E+3,3.44,190,ms,1
17,15,32Cl,0,EC+B+,100,,-1.33E+4,5.62E-1,299.1,ms,1.0
17,15,32Cl,0,ECP,0.026,0.005,-1.33E+4,5.62E-1,299.1,ms,1.0
17,15,32Cl,0,ECA,0.054,0.008,-1.33E+4,5.62E-1,299.1,ms,1.0
17,16,33Cl,0,EC+B+,100,,-2.10E+4,3.91E-1,2.506,s,0.0022
17,11,28Cl,0,P,100,,2.82E+4,5.00E+2,,,
17,12,29Cl,0,P,100,,1.40E+4,1.89E+2,20,ns,<
18,36,54Ar,0,B-,100,,1.25E+4,8.00E+2,,,
18,36,54Ar,0,B-N,,,1.25E+4,8.00E+2,,,
18,36,54Ar,0,B-2N,,,1.25E+4,8.00E+2,,,
18,32,50Ar,0,B-,100,,-1.32E+4,5.00E+2,105,ms,6
18,32,50Ar,0,B-N,37,7,-1.32E+4,5.00E+2,105,ms,6
18,32,50Ar,0,B-2N,,,-1.32E+4,5.00E+2,105,ms,6
18,33,51Ar,0,B-,100,,-6.49E+3,4.00E+2,,,
18,33,51Ar,0,B-N,,,-6.49E+3,4.00E+2,,,
18,33,51Ar,0,B-2N,,,-6.49E+3,4.00E+2,,,
18,34,52Ar,0,B-,100,,-1.38E+3,6.00E+2,,,
18,34,52Ar,0,B-N,,,-1.38E+3,6.00E+2,,,
18,34,52Ar,0,B-2N,,,-1.38E+3,6.00E+2,,,
18,35,53Ar,0,B-,100,,6.79E+3,6.99E+2,,,
18,35,53Ar,0,B-N,,,6.79E+3,6.99E+2,,,
18,35,53Ar,0,B-2N,,,6.79E+3,6.99E+2,,,
18,30,48Ar,0,B-,100,,-2.23E+4,1.67E+1,416,ms,16
18,30,48Ar,0,B-N,38,6,-2.23E+4,1.67E+1,416,ms,16
18,31,49Ar,0,B-,100,,-1.70E+4,4.00E+2,236,ms,8
18,31,49Ar,0,B-N,29,6,-1.70E+4,4.00E+2,236,ms,8
18,31,49Ar,0,B-2N,,,-1.70E+4,4.00E+2,236,ms,8
18,19,37Ar,0,EC,100,,-3.09E+4,2.07E-1,35.01,d,0.02
18,14,32Ar,0,EC+B+,100,,-2.20E+3,1.77,98,ms,2
18,14,32Ar,0,ECP,35.58,0.22,-2.20E+3,1.77,98,ms,2
18,15,33Ar,0,EC+B+,100,,-9.38E+3,4.01E-1,173,ms,2
18,15,33Ar,0,ECP,38.7,1,-9.38E+3,4.01E-1,173,ms,2
18,16,34Ar,0,EC+B+,100,,-1.83E+4,7.80E-2,846.46,ms,0.35
18,17,35Ar,0,EC+B+,100,,-2.30E+4,6.80E-1,1.7754,s,0.001
18,11,29Ar,0,2P,100,,3.79E+4,4.39E+2,,,
18,12,30Ar,0,2P,100,,2.20E+4,1.79E+2,10,ps,<
18,13,31Ar,0,EC+B+,100,,1.13E+4,2.00E+2,15,ms,0.3
18,13,31Ar,0,ECP,68.3,0.3,1.13E+4,2.00E+2,15,ms,0.3
18,13,31Ar,0,EC2P,8.9,0.2,1.13E+4,2.00E+2,15,ms,0.3
18,13,31Ar,0,EC3P,0.07,0.02,1.13E+4,2.00E+2,15,ms,0.3
18,13,31Ar,0,2P,0.0006,,1.13E+4,2.00E+2,15,ms,0.3
18,13,31Ar,0,ECAP,0.38,,1.13E+4,2.00E+2,15,ms,0.3
18,13,31Ar,0,ECA,0.03,,1.13E+4,2.00E+2,15,ms,0.3
18,29,47Ar,0,B-,100,,-2.53E+4,1.21,1.23,s,0.03
18,29,47Ar,0,B-N,0.2,,-2.53E+4,1.21,1.23,s,0.03
18,25,43Ar,0,B-,100,,-3.20E+4,5.31,5.37,m,0.06
18,26,44Ar,0,B-,100,,-3.26E+4,1.58,11.87,m,0.05
18,27,45Ar,0,B-,100,,-2.97E+4,5.12E-1,21.48,s,0.15
18,28,46Ar,0,B-,100,,-2.97E+4,2.32,8.4,s,0.5
18,21,39Ar,0,B-,100,,-3.32E+4,5.00,268,y,8
18,23,41Ar,0,B-,100,,-3.30E+4,3.47E-1,109.61,m,0.04
18,24,42Ar,0,B-,100,,-3.44E+4,5.77,32.9,y,1.1
19,40,59K,0,B-,100,,2.87E+4,8.00E+2,,,
19,40,59K,0,B-N,,,2.87E+4,8.00E+2,,,
19,40,59K,0,B-2N,,,2.87E+4,8.00E+2,,,
19,27,46K,0,B-,100,,-3.54E+4,7.27E-1,96.31,s,0.078
19,26,45K,0,B-,100,,-3.66E+4,5.22E-1,17.79,m,0.43
19,29,48K,0,B-,100,,-3.22E+4,7.73E-1,6.8,s,0.2
19,29,48K,0,B-N,1.14,0.15,-3.22E+4,7.73E-1,6.8,s,0.2
19,28,47K,0,B-,100,,-3.57E+4,1.39,17.38,s,0.03
19,23,42K,0,B-,100,,-3.50E+4,1.06E-1,12.359,h,0.004
19,25,44K,0,B-,100,,-3.57E+4,4.19E-1,22.13,m,0.19
19,24,43K,0,B-,100,,-3.65E+4,4.10E-1,22.28,h,0.11
19,21,40K,0,B-,89.28,0.11,-3.35E+4,5.60E-2,1.25e+09,y,3.00e+06
19,21,40K,0,EC+B+,10.72,0.11,-3.35E+4,5.60E-2,1.25e+09,y,3.00e+06
19,38,57K,0,B-,100,,1.41E+4,6.00E+2,,,
19,38,57K,0,B-N,,,1.41E+4,6.00E+2,,,
19,38,57K,0,B-2N,,,1.41E+4,6.00E+2,,,
19,37,56K,0,B-,100,,7.98E+3,6.00E+2,,,
19,37,56K,0,B-N,,,7.98E+3,6.00E+2,,,
19,37,56K,0,B-2N,,,7.98E+3,6.00E+2,,,
19,34,53K,0,B-,100,,-1.22E+4,1.11E+2,30,ms,5
19,34,53K,0,B-N,75,10,-1.22E+4,1.11E+2,30,ms,5
19,34,53K,0,B-2N,10,,-1.22E+4,1.11E+2,30,ms,5
19,33,52K,0,B-,100,,-1.71E+4,3.35E+1,110,ms,4
19,33,52K,0,B-N,74,9,-1.71E+4,3.35E+1,110,ms,4
19,33,52K,0,B-2N,2.3,0.3,-1.71E+4,3.35E+1,110,ms,4
19,36,55K,0,B-,100,,4.70E+2,5.00E+2,,,
19,36,55K,0,B-N,,,4.70E+2,5.00E+2,,,
19,36,55K,0,B-2N,,,4.70E+2,5.00E+2,,,
19,35,54K,0,B-,100,,-5.15E+3,4.00E+2,10,ms,5
19,35,54K,0,B-N,,,-5.15E+3,4.00E+2,10,ms,5
19,35,54K,0,B-2N,,,-5.15E+3,4.00E+2,10,ms,5
19,30,49K,0,B-,100,,-2.96E+4,8.01E-1,1.26,s,0.05
19,30,49K,0,B-N,86,9,-2.96E+4,8.01E-1,1.26,s,0.05
19,32,51K,0,B-,100,,-2.25E+4,1.30E+1,365,ms,5
19,32,51K,0,B-N,65,6,-2.25E+4,1.30E+1,365,ms,5
19,32,51K,0,B-2N,,,-2.25E+4,1.30E+1,365,ms,5
19,31,50K,0,B-,100,,-2.57E+4,7.73,472,ms,4
19,31,50K,0,B-N,29,3,-2.57E+4,7.73,472,ms,4
19,31,50K,0,B-2N,,,-2.57E+4,7.73,472,ms,4
19,19,38K,0,EC+B+,100,,-2.88E+4,1.95E-1,7.645,m,0.02
19,19,38K,0.13022,EC+B+,99.967,0.0043,-2.87e+04,1.95e-01,924.4,ms,0.21
19,19,38K,0.13022,IT,0.033,0.0043,-2.87e+04,1.95e-01,924.4,ms,0.21
19,16,35K,0,EC+B+,100,,-1.11E+4,5.12E-1,178,ms,8
19,16,35K,0,ECP,0.37,0.15,-1.11E+4,5.12E-1,178,ms,8
19,18,37K,0,EC+B+,100,,-2.48E+4,9.40E-2,1.23647,s,0.00041
19,17,36K,0,EC+B+,100,,-1.74E+4,3.25E-1,341,ms,3
19,17,36K,0,ECP,0.048,0.014,-1.74E+4,3.25E-1,341,ms,3
19,17,36K,0,ECA,0.0034,0.0013,-1.74E+4,3.25E-1,341,ms,3
19,12,31K,0,3P,100,,,,0.01,ns,<
20,39,59Ca,0,B-,100,,5.81E+3,6.00E+2,,,
20,39,59Ca,0,B-N,,,5.81E+3,6.00E+2,,,
20,39,59Ca,0,B-2N,,,5.81E+3,6.00E+2,,,
20,38,58Ca,0,B-,100,,-1.53E+3,5.00E+2,,,
20,38,58Ca,0,B-N,,,-1.53E+3,5.00E+2,,,
20,38,58Ca,0,B-2N,,,-1.53E+3,5.00E+2,,,
20,37,57Ca,0,B-,100,,-6.56E+3,4.00E+2,,,
20,37,57Ca,0,B-N,,,-6.56E+3,4.00E+2,,,
20,37,57Ca,0,B-2N,,,-6.56E+3,4.00E+2,,,
20,36,56Ca,0,B-,100,,-1.35E+4,2.49E+2,11,ms,2
20,36,56Ca,0,B-N,,,-1.35E+4,2.49E+2,11,ms,2
20,36,56Ca,0,B-2N,,,-1.35E+4,2.49E+2,11,ms,2
20,35,55Ca,0,B-,100,,-1.86E+4,1.60E+2,22,ms,2
20,35,55Ca,0,B-N,,,-1.86E+4,1.60E+2,22,ms,2
20,35,55Ca,0,B-2N,,,-1.86E+4,1.60E+2,22,ms,2
20,34,54Ca,0,B-,100,,-2.51E+4,4.84E+1,90,ms,8
20,34,54Ca,0,B-N,,,-2.51E+4,4.84E+1,90,ms,8
20,33,53Ca,0,B-,100,,-2.93E+4,4.37E+1,461,ms,90
20,33,53Ca,0,B-N,40,10,-2.93E+4,4.37E+1,461,ms,90
20,32,52Ca,0,B-,100,,-3.42E+4,6.71E-1,4.6,s,0.3
20,32,52Ca,0,B-N,2,,-3.42E+4,6.71E-1,4.6,s,0.3
20,31,51Ca,0,B-,100,,-3.63E+4,5.22E-1,10,s,0.8
20,31,51Ca,0,B-N,,,-3.63E+4,5.22E-1,10,s,0.8
20,30,50Ca,0,B-,100,,-3.95E+4,1.58,13.45,s,0.07
20,40,60Ca,0,B-,100,,1.10E+4,7.00E+2,,,
20,40,60Ca,0,B-N,,,1.10E+4,7.00E+2,,,
20,40,60Ca,0,B-2N,,,1.10E+4,7.00E+2,,,
20,19,39Ca,0,EC+B+,100,,-2.72E+4,5.96E-1,860.3,ms,0.8
20,18,38Ca,0,EC+B+,100,,-2.20E+4,1.94E-1,443.77,ms,0.25
20,17,37Ca,0,EC+B+,100,,-1.31E+4,6.34E-1,181,ms,0.9
20,17,37Ca,0,ECP,72,1.6,-1.31E+4,6.34E-1,181,ms,0.9
20,16,36Ca,0,EC+B+,100,,-6.45E+3,4.00E+1,100.8,ms,1.3
20,16,36Ca,0,ECP,51.2,1,-6.45E+3,4.00E+1,100.8,ms,1.3
20,15,35Ca,0,EC+B+,100,,5.19E+3,2.00E+2,25.7,ms,0.2
20,15,35Ca,0,ECP,95.9,1.4,5.19E+3,2.00E+2,25.7,ms,0.2
20,15,35Ca,0,EC2P,4.1,0.6,5.19E+3,2.00E+2,25.7,ms,0.2
20,29,49Ca,0,B-,100,,-4.13E+4,1.78E-1,8.718,m,0.006
20,28,48Ca,0,2B-,,,-4.42E+4,1.80E-2,5.60e+19,y,1.40e+19-1.10e+19
20,28,48Ca,0,B-,,,-4.42E+4,1.80E-2,5.60e+19,y,1.40e+19-1.10e+19
20,27,47Ca,0,B-,100,,-4.23E+4,2.22,4.536,d,0.002
20,25,45Ca,0,B-,100,,-4.08E+4,3.65E-1,162.61,d,0.09
20,21,41Ca,0,EC,100,,-3.51E+4,1.38E-1,9.94e+04,y,1.50e+03
21,29,50Sc,0,B-,100,,-4.45E+4,2.51,102.5,s,0.5
21,29,50Sc,0.256895,IT,99,,-4.43e+04,2.52e+00,0.35,s,0.03
21,29,50Sc,0.256895,B-,1,,-4.43e+04,2.52e+00,0.35,s,0.03
21,28,49Sc,0,B-,100,,-4.65E+4,2.26,57.2,m,0.15
21,27,48Sc,0,B-,100,,-4.45E+4,4.95,43.71,h,0.08
21,26,47Sc,0,B-,100,,-4.43E+4,1.93,3.3491,d,0.0006
21,25,46Sc,0,B-,100,,-4.17E+4,6.71E-1,83.808,d,0.029
21,25,46Sc,0.142528,IT,100,,-4.16e+04,6.71e-01,18.746,s,0.04
21,24,45Sc,0.012400000000000001,IT,100,,-4.11e+04,6.63e-01,325.8,ms,4.2
21,23,44Sc,0,EC+B+,100,,-3.78E+4,1.75,4.042,h,0.0024
21,23,44Sc,0.27124000000000004,EC+B+,1.2,0.07,-3.75e+04,1.76e+00,58.62,h,0.09
21,23,44Sc,0.27124000000000004,IT,98.8,0.07,-3.75e+04,1.76e+00,58.62,h,0.09
21,22,43Sc,0,EC+B+,100,,-3.61E+4,1.86,3.891,h,0.012
21,21,42Sc,0,EC+B+,100,,-3.21E+4,1.54E-1,680.79,ms,0.28
21,21,42Sc,0.616771,EC+B+,100,,-3.15e+04,1.54e-01,61.7,s,0.3
21,20,41Sc,0,EC+B+,100,,-2.86E+4,7.70E-2,596.3,ms,1.7
21,39,60Sc,0,B-,100,,-4.55E+3,5.00E+2,,,
21,39,60Sc,0,B-N,,,-4.55E+3,5.00E+2,,,
21,39,60Sc,0,B-2N,,,-4.55E+3,5.00E+2,,,
21,38,59Sc,0,B-,100,,-1.08E+4,2.49E+2,,,
21,38,59Sc,0,B-N,,,-1.08E+4,2.49E+2,,,
21,38,59Sc,0,B-2N,,,-1.08E+4,2.49E+2,,,
21,37,58Sc,0,B-,100,,-1.54E+4,1.90E+2,12,ms,5
21,37,58Sc,0,B-N,,,-1.54E+4,1.90E+2,12,ms,5
21,37,58Sc,0,B-2N,,,-1.54E+4,1.90E+2,12,ms,5
21,36,57Sc,0,B-,100,,-2.13E+4,1.79E+2,20,ms,4
21,36,57Sc,0,B-N,,,-2.13E+4,1.79E+2,20,ms,4
21,36,57Sc,0,B-2N,,,-2.13E+4,1.79E+2,20,ms,4
21,35,56Sc,0,B-,100,,-2.55E+4,2.59E+2,26,ms,6
21,35,56Sc,0,B-N,,,-2.55E+4,2.59E+2,26,ms,6
21,35,56Sc,0,B-2N,,,-2.55E+4,2.59E+2,26,ms,6
21,34,55Sc,0,B-,100,,-3.08E+4,6.24E+1,92,ms,4
21,34,55Sc,0,B-N,17,7,-3.08E+4,6.24E+1,92,ms,4
